term,rank
ical,0.19345127627805914
bingung,0.19345127627805914
tuh,0.18601084257505685
atittude,0.18601084257505685
ngatur,0.18601084257505685
yaallah,0.18601084257505685
prpp,0.18601084257505685
kesel,0.18601084257505685
jeroan,0.18601084257505685
pintu,0.18601084257505685
bgttt,0.18601084257505685
kulit,0.18601084257505685
gratis,0.179121552109314
sektor,0.179121552109314
satu,0.179121552109314
landas,0.179121552109314
semangat,0.179121552109314
tenggang,0.179121552109314
toleransi,0.179121552109314
radikalisme,0.179121552109314
pancasila,0.179121552109314
uud,0.179121552109314
cipta,0.179121552109314
globalisasi,0.179121552109314
pompa,0.179121552109314
jasa,0.17272435381969564
mohon,0.17272435381969564
bravo,0.17272435381969564
digitalisasi,0.17272435381969564
terbit,0.17272435381969564
alamat,0.17272435381969564
ditlantas,0.17272435381969564
kirim,0.17272435381969564
jatim,0.17272435381969564
polda,0.17272435381969564
sentimen,0.1667683416190165
korantempo,0.1667683416190165
korantempodigital,0.1667683416190165
dendritik,0.1667683416190165
sel,0.1667683416190165
teknologi,0.1667683416190165
bas,0.1667683416190165
habishabisan,0.1667683416190165
lewat,0.1667683416190165
klinis,0.1667683416190165
sulut,0.1667683416190165
politikus,0.1667683416190165
nangka,0.1343411640819855
muncul,0.1343411640819855
pitek,0.1343411640819855
belatung,0.1343411640819855
kaum,0.1343411640819855
kemarin,0.1343411640819855
suka,0.1343411640819855
tuham,0.1343411640819855
ntar,0.1343411640819855
gitu,0.1343411640819855
tuai,0.1343411640819855
tabur,0.1343411640819855
perangai,0.1343411640819855
brubah,0.1343411640819855
tahu,0.1307103218094994
untungny,0.1307103218094994
nongol,0.1307103218094994
timeline,0.1307103218094994
anyway,0.1307103218094994
they,0.1307103218094994
want,0.1307103218094994
to,0.1307103218094994
lets,0.1307103218094994
dr,0.1307103218094994
bodoh,0.1307103218094994
masy,0.1307103218094994
tarik,0.1307103218094994
ilmu,0.1307103218094994
vaksinasinasional,-0.10565976684040589
